meta_score,title,platform,date,user_score,esrb_rating,developers,genres
63,Wii Music,WII,10/20/2008,4.7,E,Nintendo,"Action, Miscellaneous, Rhythm, Music, Music"
73,Art Style: CUBELLO,WII,10/13/2008,7.6,E,Nintendo,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
,Mario Golf,WII,10/6/2008,,E,Camelot Software Planning,"Sports, Traditional, Golf, Arcade"
82,Art Style: ORBIENT,WII,9/29/2008,8.2,E,Nintendo,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
78,Wario Land: Shake It!,WII,9/22/2008,8.5,E,Good-Feel,"Action, Platformer, Platformer, 2D, 2D"
76,Kirby Super Star Ultra,DS,9/22/2008,8.9,E,HAL Labs,"Action, Platformer, Platformer, 2D, 2D"
65,Mystery Case Files: MillionHeir,DS,9/8/2008,,E,Griptonite Games,"Miscellaneous, Adventure, Puzzle, General, Hidden Object, Puzzle"
,Super Mario RPG: Legend of the Seven Stars,WII,9/1/2008,8.8,E,SquareSoft,"Role-Playing, Console-style RPG"
,Clu Clu Land,WII,9/1/2008,,E,Nintendo,"Action, General"
69,Mario Super Sluggers,WII,8/25/2008,7.8,E,Namco Bandai Games,"Sports, Traditional, Team, Baseball, Arcade, Arcade"
,Donkey Kong 3,WII,7/14/2008,,E,Nintendo,"Action, General, Platformer, 2D"
70,Magnetica Twist,WII,6/30/2008,8,E,Mitchell,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, Matching, General"
47,My Pokemon Ranch,WII,6/9/2008,5.2,E,Ambrella,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life"
72,Dr. Mario Online RX,WII,5/26/2008,8.2,E,"Arika,  Nintendo","Miscellaneous, Puzzle, Puzzle, Puzzle, Matching, Matching"
80,Wii Fit,WII,5/19/2008,7.7,E,Nintendo,"Sports, Miscellaneous, General, Exercise / Fitness"
67,CrossworDS,DS,5/5/2008,6.8,E,Nuevo Retro Games,"Miscellaneous, Puzzle, Puzzle, General, Logic, General"
,Pokemon Puzzle League,WII,5/5/2008,7.9,E,Nintendo,"Miscellaneous, Puzzle, Puzzle, Matching"
82,Mario Kart Wii,WII,4/27/2008,8.4,E,Nintendo,"Driving, Racing, Arcade, Kart, Kart, Automobile"
59,Pokemon Mystery Dungeon: Explorers of Darkness,DS,4/20/2008,8.5,E,ChunSoft,"Role-Playing, Console-style RPG, Console-style RPG, Roguelike"
60,Pokemon Mystery Dungeon: Explorers of Time,DS,4/20/2008,8.5,E,ChunSoft,"Role-Playing, Console-style RPG, Console-style RPG, Roguelike"
,Yoshis Cookie,WII,4/7/2008,,E,Bullet Proof Software,"Miscellaneous, Puzzle, Puzzle, General"
,Cruisn USA,WII,3/31/2008,,E,Midway,"Driving, Racing, Arcade"
93,Super Smash Bros. Brawl,WII,3/9/2008,8.8,T,Game Arts,"Action, Fighting, Fighting, 3D, 2D, 3D"
,Kirby 64: The Crystal Shards,WII,2/25/2008,8.6,E,HAL Labs,"Action, Platformer, 3D"
85,Professor Layton and the Curious Village,DS,2/10/2008,8.5,E,Level 5,"Miscellaneous, Adventure, Puzzle, Edutainment, General, Puzzle, General"
,1080: TenEighty Snowboarding,WII,1/28/2008,8.3,E,Nintendo,"Sports, Alternative, Snowboarding"
70,Mario & Sonic at the Olympic Games,DS,1/22/2008,7.2,E,"Sega,  Nintendo,  Sega Sports R&D","Sports, Olympic Sports, Olympic Sports, Individual, Athletics"
72,Endless Ocean,WII,1/21/2008,8.2,E,Arika,"Adventure, General, General, 3D, Third-Person"
,Adventures of Lolo 2,WII,1/21/2008,,E,Nintendo,"Miscellaneous, Puzzle, Puzzle, Action"
86,Advance Wars: Days of Ruin,DS,1/21/2008,8.7,E10+,Intelligent Systems,"Strategy, Turn-Based, Modern, Modern, Tactics"
,StarTropics,WII,1/7/2008,,E,Nintendo,"Action Adventure, Modern"
,Donkey Kong Country 3: Dixie Kongs Double Trouble,WII,12/24/2007,8.3,E,Rare Ltd.,"Action, Platformer, 2D"
,Pokemon Snap,WII,12/10/2007,7.8,E,Hal,"Action, General"
69,Master of Illusion,DS,11/26/2007,,E,"Eighting,  Tenyo","Miscellaneous, Puzzle, Puzzle, General, Puzzle, Application, General"
,Vegas Stakes,WII,11/26/2007,,E,Hal,"Miscellaneous, Parlor, Gambling"
72,Mario Party DS,DS,11/19/2007,7.9,E,Hudson Soft,"Miscellaneous, Party, Party, Party / Minigame"
,Wrecking Crew,WII,11/19/2007,,E,Nintendo,"Action, Platformer, 2D"
68,Links Crossbow Training,WII,11/19/2007,7.1,T,Nintendo,"Action, Shooter, Shooter, Light Gun, Light Gun"
97,Super Mario Galaxy,WII,11/12/2007,9,E,Nintendo,"Action, Platformer, Platformer, 3D, 3D"
,Volleyball,WII,11/12/2007,,E,Nintendo,"Sports, Traditional, Volleyball"
67,Mario & Sonic at the Olympic Games,WII,11/6/2007,7.7,E,"Sega,  Nintendo,  Sega Sports R&D","Sports, Olympic Sports, Olympic Sports, Individual, Athletics"
78,Fire Emblem: Radiant Dawn,WII,11/5/2007,8.7,,,
,Super Mario Bros. 3,WII,11/5/2007,8.7,E,Nintendo,"Action, Platformer, 2D"
75,Battalion Wars 2,WII,10/29/2007,7.8,T,Kuju Entertainment,"Strategy, Real-Time, Military, Military, Tactics"
59,Flash Focus: Vision Training in Minutes a Day,DS,10/15/2007,4.4,E,"Nintendo,  Namco Bandai Games","Miscellaneous, Edutainment, Edutainment"
46,Donkey Kong: Barrel Blast,WII,10/8/2007,7,E,Paon Corporation,"Driving, Racing, Arcade, Kart, Other, Kart"
90,The Legend of Zelda: Phantom Hourglass,DS,10/1/2007,8,E,Nintendo,"Action Adventure, Fantasy, Fantasy, Open-World"
,Super Mario Bros.: The Lost Levels,WII,10/1/2007,6.1,E,Nintendo,"Action, Platformer, 2D"
,Sin and Punishment,WII,10/1/2007,8.5,T,Treasure,"Action, General"
78,Chibi-Robo! Park Patrol,DS,9/24/2007,7.7,E,Skip Ltd.,"Action Adventure, Fantasy, General, Fantasy"
,Kirbys Avalanche,WII,9/24/2007,,E,Hal,"Miscellaneous, Puzzle, Puzzle, General"
,Yoshis Story,WII,9/17/2007,,E,Nintendo,"Action, Platformer, 2D"
77,DK: Jungle Climber,DS,9/10/2007,6.7,E,Paon Corporation,"Action, General, General"
,NES Play Action Football,WII,9/10/2007,,E,Nintendo,"Sports, Traditional, Football, Sim"
,Donkey Kong Jr. Math,WII,9/3/2007,3.8,E,Nintendo,"Miscellaneous, Edutainment"
90,Metroid Prime 3: Corruption,WII,8/27/2007,8.8,T,Retro Studios,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
77,Brain Age 2: More Training in Minutes a Day,DS,8/20/2007,7.3,E,Nintendo,"Miscellaneous, Edutainment, Edutainment"
,Super Metroid,WII,8/20/2007,9.2,E,Nintendo,"Action, Platformer, 2D"
,Shining in the Darkness,WII,8/13/2007,,E,Climax Entertainment,"Role-Playing, First-Person"
,Metroid,WII,8/13/2007,7.7,E,Nintendo,"Action, Platformer, 2D"
,Wave Race 64,WII,8/6/2007,8.3,E,Nintendo,"Driving, Racing, Snow / Water"
79,Mario Strikers Charged,WII,7/30/2007,8.2,E10+,Next Level Games,"Sports, Traditional, Team, Soccer, Arcade, Arcade"
83,Picross DS,DS,7/30/2007,8,E,Jupiter Corporation,"Miscellaneous, Puzzle, Puzzle, Puzzle, Logic, Logic"
,Kirbys Dream Course,WII,7/23/2007,,E,Nintendo,"Sports, Traditional, Golf, Arcade"
,Paper Mario,WII,7/16/2007,8.8,E,Intelligent Systems,"Role-Playing, Console-style RPG"
,Balloon Fight,WII,7/16/2007,6.2,E,Nintendo,"Action, General"
,Yoshi,WII,7/9/2007,,E,Nintendo,"Miscellaneous, Puzzle, Puzzle, General"
,Mach Rider,WII,7/9/2007,,E,Nintendo,"Driving, Racing, Motorcycle, Street"
,Super Mario Bros. 2,WII,7/2/2007,7.8,E,Nintendo,"Action, Platformer, 2D"
53,Pokemon Battle Revolution,WII,6/25/2007,6.6,E,Genius Sonority Inc.,"Strategy, Turn-Based, Fantasy, General, Fantasy"
,F-Zero X,WII,6/25/2007,7.5,E,Nintendo,"Driving, Racing, Futuristic"
,World Sports Competition,WII,6/18/2007,,E,Hudson Soft,"Sports, General"
,NES Open Tournament Golf,WII,6/18/2007,,E,Nintendo,"Sports, Traditional, Golf, Arcade"
68,Big Brain Academy: Wii Degree,WII,6/11/2007,7,E,Nintendo,"Miscellaneous, Edutainment, Edutainment"
,Nintendo DS Web Browser,DS,6/4/2007,,,Opera,"Miscellaneous, Web Browser, Application"
,Zelda II: The Adventure of Link,WII,6/4/2007,7.1,E,Nintendo,"Role-Playing, Action RPG"
86,Planet Puzzle League,DS,6/4/2007,7.8,E,Intelligent Systems,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
,ToeJam & Earl in Panic on Funkotron,WII,6/4/2007,,E,ToeJam & Earl Productions,"Action, Platformer, 2D"
62,Mario Party 8,WII,5/29/2007,6.4,E,Hudson,"Miscellaneous, Party, Party, Party / Minigame"
,Kid Chameleon,WII,5/28/2007,,E,Sega,"Action, General"
,Streets of Rage 2,WII,5/21/2007,7.4,E,Sega,"Action, ""Beat-Em-Up"""
,Blazing Lazers,WII,5/21/2007,8.5,E,Hudson,"Action, Shooter, Scrolling"
,Donkey Kong Country 2: Diddys Kong Quest,WII,5/21/2007,8.8,E,Rare Ltd.,"Action, Platformer, 2D"
,Ninja Spirit,WII,5/14/2007,,E10+,Irem,"Action, General"
,Mighty Bomb Jack,WII,5/7/2007,,E,Tecmo,"Action, General"
,Final Fight,WII,5/7/2007,8.4,E,Capcom,"Action, ""Beat-Em-Up"""
,Ordyne,TG16),5/7/2007,,E,Namco,"Action, Shooter, Scrolling"
,Shockman,WII,4/30/2007,,E,Winds,"Action, General, Platformer, 2D"
85,Pokemon Diamond Version,DS,4/22/2007,8.3,E,Game Freak,"Role-Playing, Console-style RPG, Console-style RPG, Trainer"
85,Pokemon Pearl Version,DS,4/22/2007,8.2,E,Game Freak,"Role-Playing, Console-style RPG, Console-style RPG, Trainer"
,Punch-Out!! Featuring Mr. Dream,WII,4/16/2007,8,E,Nintendo,"Sports, Traditional, Boxing"
,Alex Kidd in the Enchanted Castle,WII,4/11/2007,,E,Sega,"Action, Platformer, 2D"
85,Super Paper Mario,WII,4/9/2007,8.1,E,Intelligent Systems,"Action, Role-Playing, Platformer, Platformer, Action RPG, 3D, 3D"
,Star Fox 64,WII,4/2/2007,7.8,E,Nintendo,"Action, Shooter, Rail"
,Teenage Mutant Ninja Turtles,WII,4/2/2007,,E10+,Magic Pockets,"Action, ""Beat-Em-Up"", ""Beat-Em-Up"", 2D"
,Romance of the Three Kingdoms IV: Wall of Fire,WII,3/26/2007,,E,Koei,"Strategy, Turn-Based, Historic"
74,Custom Robo Arena,DS,3/19/2007,8.3,E10+,Noise Inc.,"Action, Fighting, Fighting, 3D, 3D"
,Excitebike,WII,3/19/2007,6.8,E,Nintendo,"Action, Driving, General, Racing, Motorcycle, Motocross"
60,Wario: Master of Disguise,DS,3/5/2007,7.4,E10+,Suzak,"Action, General, Platformer, Platformer, 2D, 2D"
,Super Ghouls n Ghosts,WII,3/5/2007,,E,Capcom,"Action, Platformer, 2D"
,The Legend of Zelda: Ocarina of Time,WII,2/26/2007,8.7,E,Nintendo,"Action Adventure, Fantasy"
,Chew-Man-Fu,WII,2/26/2007,,E,Hudson,"Miscellaneous, Puzzle, Puzzle, General"
,Donkey Kong Country,WII,2/19/2007,8.4,E,Rare Ltd.,"Action, Platformer, 2D"
,Everybody Votes,WII,2/14/2007,,,Nintendo,"Miscellaneous, General, General"
58,Wii Play,WII,2/12/2007,6.5,E,Nintendo,"Miscellaneous, Party, Party, Party / Minigame"
,Ice Climber,WII,2/12/2007,4.8,E,Nintendo,"Action, Platformer, 2D"
,Kid Icarus,WII,2/12/2007,7.5,E,Nintendo,"Action, Platformer, 2D"
,Kirbys Adventure,WII,2/12/2007,8.5,E,HAL Labs,"Action, Platformer, 2D"
63,Diddy Kong Racing DS,DS,2/5/2007,7.2,E,Rare Ltd.,"Driving, Racing, Arcade, Kart, Other, Kart"
,Super Mario World,WII,2/5/2007,8.7,E,Nintendo,"Action, Platformer, 2D"
92,Final Fantasy VI Advance,GBA,2/5/2007,8.7,E10+,TOSE,"Role-Playing, Console-style RPG"
,Mario Kart 64,WII,1/29/2007,7.3,E,Nintendo,"Driving, Racing, Kart"
78,Hotel Dusk: Room 215,DS,1/22/2007,8.5,T,Cing,"Adventure, General, General"
,The Legend of Zelda: A Link to the Past,WII,1/22/2007,8.7,E,Nintendo,"Role-Playing, Action RPG"
83,WarioWare: Smooth Moves,WII,1/15/2007,7.5,E10+,Intelligent Systems,"Miscellaneous, Party, Party, Party / Minigame"
,Urban Champion,WII,1/1/2007,,E,Nintendo,"Action, Fighting, 2D"
,Baseball,WII,1/1/2007,,E,Nintendo,"Sports, Traditional, Baseball, Arcade"
,Super Mario Bros.,WII,12/25/2006,8.5,E,Nintendo,"Action, Platformer, 2D"
,Tennis,WII,12/18/2006,,E,Nintendo,"Sports, Traditional, Tennis"
,Gunstar Heroes,WII,12/11/2006,,E10+,Treasure,"Action, Shooter, Scrolling"
,Ice Hockey,WII,12/11/2006,,E,Nintendo,"Sports, Traditional, Ice Hockey, Arcade"
96,The Legend of Zelda: Twilight Princess,GC,12/11/2006,8.9,T,Nintendo,"Action Adventure, Fantasy"
,Internet Channel,WII,12/8/2006,,,Opera,"Miscellaneous, Web Browser, Application"
71,Kirby: Squeak Squad,DS,12/4/2006,7.9,E,"Flagship,  HAL Labs","Action, Platformer, Platformer, 2D, 2D"
,Donkey Kong Jr.,WII,12/4/2006,,E,Nintendo,"Action, Platformer, 2D"
95,The Legend of Zelda: Twilight Princess,WII,11/19/2006,8.9,T,Nintendo,"Action Adventure, Fantasy, General, Fantasy, Open-World"
72,Excite Truck,WII,11/19/2006,8.4,E,Monster Games Inc.,"Driving, Racing, Arcade, Arcade, Automobile"
76,Wii Sports,WII,11/19/2006,8,E,Nintendo,"Sports, General, General, Individual, Athletics"
,Wii Channels,WII,11/19/2006,,,Nintendo,"Miscellaneous, Web Browser, Application"
,F-Zero,WII,11/19/2006,8.6,E,Nintendo,"Driving, Racing, Futuristic"
,Super Mario 64,WII,11/19/2006,8,E,Nintendo,"Action, Platformer, 3D"
,SimCity,WII,11/19/2006,,E,Maxis,"Strategy, City Building, Modern"
,The Legend of Zelda,WII,11/19/2006,8.3,E,Nintendo,"Action Adventure, Fantasy"
,Donkey Kong,WII,11/19/2006,6.3,E,Nintendo,"Action, Platformer, 2D"
,Mario Bros.,WII,11/19/2006,6.1,E,Nintendo,"Action, Platformer, 2D"
,Pinball,WII,11/19/2006,,E,Nintendo,"Miscellaneous, Parlor, Pinball"
,Soccer,WII,11/19/2006,,E,Nintendo,"Sports, Traditional, Soccer, Sim"
,Warios Woods,WII,11/19/2006,,E,Nintendo,"Miscellaneous, Puzzle, Puzzle, General"
,Nintendo Wii,WII,11/19/2006,8.1,E,Nintendo,"Hardware, Console"
81,Yoshis Island DS,DS,11/13/2006,7.5,E,Artoon,"Action, Platformer, Platformer, 2D, 2D"
87,Elite Beat Agents,DS,11/6/2006,8.5,E10+,iNiS,"Action, Miscellaneous, Rhythm, Music, Music"
83,Final Fantasy V Advance,GBA,11/6/2006,8.2,E,TOSE,"Role-Playing, Console-style RPG"
65,Children of Mana,DS,11/1/2006,6.1,E10+,Nex Entertainment,"Role-Playing, Action RPG, Action RPG"
69,Pokemon Ranger,DS,10/30/2006,7.4,E,HAL Labs,"Role-Playing, Action RPG, Action RPG"
69,Magical Starsign,DS,10/23/2006,8.1,E,Brownie Brown,"Role-Playing, General, Console-style RPG, Console-style RPG, Japanese-Style"
83,Nintendogs: Dalmatian & Friends,DS,10/16/2006,7.4,E,Nintendo,"Simulation, Miscellaneous, Virtual Life, Virtual Life, Virtual, Pet"
83,Clubhouse Games,DS,10/9/2006,7.8,E,Agenda,"Miscellaneous, Board Games, Board Games, Board / Card Game, Party / Minigame"
76,Mario vs. Donkey Kong 2: March of the Minis,DS,9/25/2006,7.9,E,"Nintendo,  Nintendo Software Technology","Action, Platformer, Platformer, 2D, 2D"
75,Baten Kaitos Origins,GC,9/25/2006,8.4,T,"Monolith Soft,  Namco Bandai Games","Role-Playing, Console-style RPG"
62,Pokemon Mystery Dungeon: Blue Rescue Team,DS,9/18/2006,8.1,E,ChunSoft,"Role-Playing, Console-style RPG, Console-style RPG, Roguelike"
67,Pokemon Mystery Dungeon: Red Rescue Team,GBA,9/18/2006,8.3,E,ChunSoft,"Role-Playing, Console-style RPG"
69,Mario Hoops: 3 on 3,DS,9/11/2006,7.7,E,Square Enix,"Sports, Traditional, Team, Basketball, Arcade, Arcade"
76,Star Fox Command,DS,8/28/2006,7,E10+,Q-Games,"Action, Simulation, Shooter, Flight, Shooter, Third-Person, Combat, Sci-Fi, Sci-Fi, Arcade"
37,Tenchu: Dark Secret,DS,8/21/2006,5.8,T,"From Software,  Polygon Magic","Action Adventure, Historic, General, Historic"
62,Sudoku Gridmaster,DS,6/26/2006,6.3,E,AI,"Miscellaneous, Puzzle, Puzzle, Puzzle, Logic, Logic"
74,Big Brain Academy,DS,6/5/2006,7.5,E,Nintendo,"Miscellaneous, Edutainment, Edutainment"
68,Magnetica,DS,6/5/2006,8.1,E,Mitchell,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, Matching, General"
89,New Super Mario Bros.,DS,5/15/2006,8.5,E,Nintendo,"Action, Platformer, Platformer, 2D, 2D"
77,Brain Age: Train Your Brain in Minutes a Day!,DS,4/17/2006,7.7,E,Nintendo,"Miscellaneous, Edutainment, Edutainment"
62,Odama,GC,4/10/2006,8,E10+,Vivarium,"Miscellaneous, Parlor, Pinball"
85,Metroid Prime: Hunters,DS,3/20/2006,7.9,T,"Nintendo,  Nintendo Software Technology","Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade"
84,Tetris DS,DS,3/20/2006,8,E,Nintendo,"Miscellaneous, Puzzle, Puzzle, Puzzle, Stacking, Stacking"
74,Pokemon Trozei!,DS,3/6/2006,7.3,E,Genius Sonority Inc.,"Miscellaneous, Puzzle, Puzzle, Puzzle, Matching, Matching"
76,Tales of Phantasia,GBA,3/6/2006,8,E10+,Namco,"Role-Playing, Console-style RPG"
75,Super Princess Peach,DS,2/27/2006,7.8,E,TOSE,"Action, Platformer, Platformer, 2D, 2D"
75,Chibi-Robo!,GC,2/6/2006,8.7,E10+,Skip Ltd.,"Action Adventure, Fantasy"
81,Drill Dozer,GBA,2/6/2006,8.8,E,Game Freak,"Action, Platformer, 2D"
66,True Swing Golf,DS,1/23/2006,7.7,E,T&E Soft,"Sports, Traditional, Individual, Golf, Arcade, Arcade, Sim"
71,Electroplankton,DS,1/9/2006,7,,,
85,Final Fantasy IV Advance,GBA,12/12/2005,8.4,E10+,TOSE,"Role-Playing, Console-style RPG"
86,Animal Crossing: Wild World,DS,12/5/2005,8.6,,,
76,Super Mario Strikers,GC,12/5/2005,8.6,E,Next Level Games,"Sports, Traditional, Soccer, Arcade"
81,Mario Tennis: Power Tour,GBA,12/5/2005,8.4,E,Camelot Software Planning,"Sports, Traditional, Tennis"
86,Mario & Luigi: Partners in Time,DS,11/28/2005,8.5,E,Alphadream Corporation,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style"
74,Dr. Mario / Puzzle League,GBA,11/28/2005,7.8,E,Intelligent Systems,"Miscellaneous, Puzzle, Matching"
91,Mario Kart DS,DS,11/14/2005,8.7,E,Nintendo,"Driving, Racing, Arcade, Kart, Kart, Automobile"
64,Mario Party 7,GC,11/7/2005,7.8,E,Hudson,"Miscellaneous, Party"
77,Donkey Kong Country 3,GBA,11/7/2005,8.3,E,Rare Ltd.,"Action, Platformer, 2D"
79,Metroid Prime Pinball,DS,10/24/2005,7.9,E,Fuse Games Limited,"Action, Miscellaneous, Parlor, Pinball, Pinball"
,Nintendogs: Best Friends,DS,10/24/2005,7.7,E,Nintendo,"Simulation, Miscellaneous, Virtual Life, Virtual Life, Virtual, Pet"
69,Dance Dance Revolution: Mario Mix,GC,10/24/2005,7.9,E,Hudson,"Miscellaneous, Rhythm, Dancing"
85,Fire Emblem: Path of Radiance,GC,10/17/2005,8.9,T,Intelligent Systems,"Strategy, Turn-Based, Fantasy"
64,Pokemon XD: Gale of Darkness,GC,9/28/2005,8.2,E,Genius Sonority Inc.,"Role-Playing, Console-style RPG"
70,Trace Memory,DS,9/27/2005,8.2,T,Cing,"Adventure, General, General, Point-and-Click"
76,Battalion Wars,GC,9/19/2005,8.5,T,Kuju Entertainment,"Action, Shooter, Third-Person, Modern"
70,DK: King of Swing,GBA,9/19/2005,5,E,Paon Corporation,"Action, Platformer, 2D"
76,Mario Superstar Baseball,GC,8/29/2005,8.5,E,Namco,"Sports, Traditional, Baseball, Arcade"
56,Dynasty Warriors Advance,GBA,8/29/2005,8.5,E,Koei,"Action, ""Beat-Em-Up"""
90,Advance Wars: Dual Strike,DS,8/22/2005,8.9,E,Intelligent Systems,"Strategy, Turn-Based, Modern, Modern, Tactics"
83,Nintendogs: Chihuahua & Friends,DS,8/22/2005,8,E,Nintendo,"Simulation, Miscellaneous, Virtual Life, Virtual Life, Virtual, Pet"
83,Nintendogs: Dachshund & Friends,DS,8/22/2005,7.9,E,Nintendo,"Simulation, Miscellaneous, Virtual Life, Virtual Life, Virtual, Pet"
83,Nintendogs: Lab & Friends,DS,8/22/2005,7.6,E,Nintendo,"Simulation, Miscellaneous, Virtual Life, Virtual Life, Virtual, Pet"
66,Geist,GC,8/15/2005,8.2,M,n-Space,"Action, Shooter, First-Person, Sci-Fi"
88,Meteos,DS,6/28/2005,7.4,E,Q Entertainment,"Miscellaneous, Puzzle, Puzzle, Puzzle, Matching, Matching"
86,Kirby: Canvas Curse,DS,6/13/2005,7.8,E,HAL Labs,"Action, Platformer, Platformer, 2D, 2D"
60,Yoshi Topsy-Turvy,GBA,6/13/2005,6.8,E,Artoon,"Action, Platformer, 2D"
85,Fire Emblem: The Sacred Stones,GBA,5/23/2005,8.9,E,Intelligent Systems,"Strategy, Turn-Based, Fantasy"
88,WarioWare: Twisted!,GBA,5/23/2005,8.7,E,Nintendo,"Miscellaneous, Puzzle, General"
69,Donkey Konga 2,GC,5/9/2005,6.4,T,Namco,"Miscellaneous, Rhythm, Music"
76,Pokemon Emerald Version,GBA,4/30/2005,8.9,,,
73,Polarium,DS,4/18/2005,8.4,,,
54,Mario Party Advance,GBA,3/28/2005,5.1,E,Hudson,"Miscellaneous, Party"
73,Yoshi Touch & Go,DS,3/14/2005,7,E,Nintendo,"Action, Platformer, Platformer, 2D, 2D"
46,Pokemon Dash,DS,3/14/2005,5.3,E,Ambrella,"Driving, Racing, Arcade, On-foot, Other, On-foot"
80,Donkey Kong Jungle Beat,GC,3/14/2005,8.2,E10+,Nintendo,"Action, Platformer, 2D"
81,WarioWare: Touched!,DS,2/14/2005,8.1,E,Intelligent Systems,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, Party / Minigame, General"
67,Star Fox: Assault,GC,2/14/2005,8.1,T,Namco,"Action, Shooter, Third-Person, Sci-Fi"
89,The Legend of Zelda: The Minish Cap,GBA,1/10/2005,8.9,E,Flagship,"Action Adventure, Fantasy"
71,Mario Party 6,GC,12/6/2004,8,E,Hudson Soft,"Miscellaneous, Party"
79,Final Fantasy I & II: Dawn of Souls,GBA,11/29/2004,8,E,Tose Software,"Role-Playing, Console-style RPG"
,PictoChat,DS,11/21/2004,8.1,,Nintendo,"Miscellaneous, General, Application"
85,Super Mario 64 DS,DS,11/20/2004,8.3,E,Nintendo,"Action, Platformer, Platformer, 3D, 3D"
,Nintendo DS,DS,11/20/2004,8.8,,Nintendo,"Hardware, Console"
,Metroid Prime: Hunters - First Hunt,DS,11/20/2004,,RP,Nintendo Software Technology,"Action, Shooter, First-Person, Arcade"
92,Metroid Prime 2: Echoes,GC,11/15/2004,8.8,T,Retro Studios,"Action, Shooter, First-Person, Sci-Fi"
80,Donkey Kong Country 2,GBA,11/15/2004,8.6,E,Rare Ltd.,"Action, Platformer, 2D"
80,Mario Power Tennis,GC,11/8/2004,8.5,E,Camelot Software Planning,"Sports, Traditional, Tennis"
66,Classic NES Series: Dr. Mario,GBA,10/25/2004,8.2,E,Nintendo,"Miscellaneous, Puzzle, Matching"
74,Classic NES Series: Castlevania,GBA,10/25/2004,8.7,E,Konami,"Action, Platformer, 2D"
73,Classic NES Series: Zelda II: The Adventure of Link,GBA,10/25/2004,7.4,E,Nintendo,"Role-Playing, Action RPG"
58,Classic NES Series: Metroid,GBA,10/25/2004,8.3,E,Nintendo,"Action Adventure, Sci-Fi"
80,Kirby & the Amazing Mirror,GBA,10/18/2004,8.8,E,Flagship,"Action, Platformer, 2D"
87,Paper Mario: The Thousand-Year Door,GC,10/11/2004,9.1,E,Intelligent Systems,"Role-Playing, Console-style RPG"
62,Mario Pinball Land,GBA,10/4/2004,4.5,E,Fuse Games Limited,"Miscellaneous, Parlor, Pinball"
76,Donkey Konga,GC,9/27/2004,8,E,Namco,"Miscellaneous, Rhythm, Music"
77,F-Zero GP Legend,GBA,9/20/2004,8.3,E,Suzak,"Driving, Racing, Futuristic"
81,Pokemon FireRed Version,GBA,9/7/2004,8.6,E,Game Freak,"Role-Playing, Console-style RPG"
81,Pokemon LeafGreen Version,GBA,9/7/2004,8.5,E,Game Freak,"Role-Playing, Console-style RPG"
90,Pikmin 2,GC,8/30/2004,9,E,Nintendo,"Strategy, Real-Time, Fantasy"
77,Hamtaro: Ham-Ham Games,GBA,7/27/2004,8.3,E,Alphadream Corporation,"Sports, General"
,Pokemon Box: Ruby and Sapphire,GC,7/12/2004,5.3,E,Nintendo,"Miscellaneous, General"
84,Mario Golf: Advance Tour,GBA,6/22/2004,8.8,E,Camelot Software Planning,"Sports, Traditional, Golf, Sim"
86,The Legend of Zelda: Four Swords Adventures,GC,6/7/2004,7.6,E,Nintendo,"Action Adventure, Fantasy"
66,Classic NES Series: Ice Climber,GBA,6/2/2004,7.4,E,Nintendo,"Action, Platformer, 2D"
66,Classic NES Series: Excitebike,GBA,6/2/2004,,E,Nintendo,"Driving, Racing, Arcade"
84,Classic NES Series: Super Mario Bros.,GBA,6/2/2004,8.5,E,Nintendo,"Action, Platformer, 2D"
84,Classic NES Series: The Legend of Zelda,GBA,6/2/2004,8.6,E,Nintendo,"Role-Playing, Action RPG"
55,Classic NES Series: Donkey Kong,GBA,6/2/2004,6.9,E,Nintendo,"Action, Platformer, 2D"
53,Classic NES Series: Pac-Man,GBA,6/2/2004,,E,Nintendo,"Miscellaneous, Puzzle, General"
81,Mario vs. Donkey Kong,GBA,5/24/2004,8.1,E,Nintendo,"Action, Platformer, 2D"
65,Custom Robo,GC,5/10/2004,8.1,T,Noise Inc.,"Action, Fighting, 3D"
76,"WarioWare, Inc.: Mega Party Game$!",GC,4/6/2004,8.3,E,Nintendo,"Miscellaneous, Puzzle, General"
73,Pokemon Colosseum,GC,3/22/2004,7.9,E,Genius Sonority Inc.,"Role-Playing, Console-style RPG"
80,Final Fantasy Crystal Chronicles,GC,2/9/2004,8.9,T,Square Enix,"Role-Playing, Action RPG"
89,Metroid: Zero Mission,GBA,2/9/2004,8.8,E,Nintendo,"Action, Platformer, 2D"
78,Pac-Man vs.,GC,12/2/2003,8.3,E,Nintendo,"Miscellaneous, Puzzle, General"
73,1080: Avalanche,GC,12/1/2003,8,E,Nintendo,"Sports, Alternative, Snowboarding"
72,Sword of Mana,GBA,12/1/2003,8.4,E,Brownie Brown,"Role-Playing, Action RPG"
